dialogue_id,conversation_transcript,label
74,"I: I'm looking for someone to go hiking with me this weekend. Do you like to go hiking?
W: Sure, I love hiking! I'm always looking for new places to explore.
I: Great! I'm thinking about going to Mount Tammany. Have you been there before?
W: I have! It's a beautiful hike. The views are amazing.
I: Awesome! I'm excited to go.
W: Me too!

(The next day)
I: Hi, I'm ready to go hiking. Are you still up for it?
W: Yes, I'm ready!
I: Great! Let's go!

(On the way to Mount Tammany)
I: So, tell me a little bit about yourself.
W: Sure. I'm a Jewish musician who lives in New York City. I love jazz music, and my favorite TV show is The Office.
I: Wow, that's cool! I'm a musician too. I play the drums.
W: That's awesome! I love drums.
I: Thanks! I'm a Christian, and I live in Philadelphia. I love hiking, camping, and spending time outdoors.
W: That's great! I love hiking and camping too.

(At Mount Tammany)
I: Wow, the views are amazing!
W: I know, right? This is why I love hiking.
I: Me too! This is the perfect day for a hike.
W: I know, right? The weather is perfect.

(After hiking)
I: That was so much fun!
W: I know, right? I'm so glad we did this.
I: Me too! We should do it again sometime.
W: Definitely",-1
75,"I: Hi Joanna! What are you up to today?
W: Hi! I'm just getting ready to go out to dinner. What are you doing?
I: I'm going to be making some crafts. I love to get creative in the morning.
W: That sounds fun! I love crafts too. What kind of crafts do you like to make?
I: I like to make all kinds of crafts, but I'm especially into knitting and crocheting right now.
W: I love knitting and crocheting too! I used to make a lot of hats and scarves.
I: That's so cool! I've never made a hat or scarf, but I've always wanted to try.
W: It's not too hard! You just need some yarn and needles.
I: I might have to give it a try sometime.
W: I'd love to see what you make!
I: I'll be sure to send you a picture.
W: Great! I'm sure it will be beautiful.
I: Thanks! I'm excited to try it.
W: Me too! I'm always looking for new people to talk to about crafts.
I: Me too! It's nice to meet someone who shares my interests.
W: You too! I'm glad we met.",-1
76,"I: Hi! I'm (name).
W: Hi! I'm (name).
I: Nice to meet you!
W: Nice to meet you too!
I: What do you do for a living?
W: I'm the lead singer in a popular band.
I: Oh, that's cool! What's your band called?
W: It's called (band name).
I: I've never heard of it, but I'll check it out.
W: Thanks! We just released a new album, so you should check that out too.
I: I will!
W: What do you do for a living?
I: I'm currently attending school.
W: Oh, what are you studying?
I: I'm studying music.
W: That's cool! I've always wanted to learn how to play an instrument.
I: What kind of music do you like?
W: I like all kinds of music, but I'm mostly into rock and roll.
I: Me too! I love classic rock.
W: Me too! I love bands like Led Zeppelin and The Beatles.
I: Me too! I also like bands like Pink Floyd and The Rolling Stones.
W: Those are great bands!
I: I know, right?
W: So, what kind of music do you play?
I: I play the guitar and the piano.
W: Oh, that's cool! I've always wanted to learn how to play the guitar.
I: It's not too hard to learn.
W: I know, but I'm not very coordinated.
I: You'll get better with practice.
W: I hope so.
I: So, what do you like to do for fun?
W: I like to play music, go to concerts, and party.
I: Me too! I love going to concerts.
W: Me too! I love seeing my favorite bands live.
I: I know, right? It's so much fun.
W: So, what are you doing this weekend?
I: I'm not sure yet. What are you doing?
W: I'm going to a concert with my friends.
I: Oh, that sounds fun! What band are you going to see?
W: We're going to see (band name).
I: Oh, I love that band! I'm jealous.
W: You should come with us!
I: I wish I could, but I have to study for a test.
W: Oh, that's too bad.
I: Yeah, it is.
W: Well, maybe we can catch a concert together sometime.
I: I would love that!
W: Great! We'll have to make plans soon.
I: Okay!
W: Well, it was nice talking to you.
I: You too!
W: I hope to see you again soon.
I: Me too!",-1
77,"I: Hi, I'm (User 1's name).

W: Hi, I'm (User 2's name).

I: What do you do for a living?

W: I'm a carpenter.

I: Oh, that's cool. I've always been interested in woodworking.

W: It's a lot of fun. I like the challenge of making something from scratch.

I: Me too. Do you ever build anything for yourself?

W: I used to, but not so much anymore. I'm too busy with work.

I: What's your favorite thing about your job?

W: I like the feeling of accomplishment when I finish a project.

I: I can understand that. Do you have any hobbies?

W: I used to play a lot of poker, but I don't have many friends anymore.

I: I'm sorry to hear that. I'm sure you'll make new friends.

W: Thanks. I hope so.

I: So, what do you like to do for fun?

W: I like to go to the beach.

I: Me too! I love the sand and the waves.

W: Me too. I also like to go horseback riding.

I: That's cool! I've never been horseback riding before.

W: You should try it! It's a lot of fun.

I: I think I will. Thanks for the recommendation.

W: No problem. It was nice talking to you.",-1
78,"I: Hi, my name is John. What's your name?
W: Hi John, my name is Jane.
I: It's nice to meet you, Jane. What do you do for a living?
W: I work in the healthcare industry. What about you?
I: I'm a handyman and I restore classic cars.
W: That's really cool! I love film and I have a dog named Pedro.
I: I'm allergic to shellfish, so I can't eat seafood.
W: That's okay, I don't like seafood either.
I: What do you like to do for fun?
W: I like to go to the movies, I'm a huge film buff.
I: That's awesome! I love going to the movies too.
W: Do you have a favorite movie?
I: I really like The Shawshank Redemption.
W: That's a great movie! I love the story.
I: Me too! It's one of my favorites.
W: I'm glad we have something in common.
I: Me too! It was nice meeting you, Jane.
W: It was nice meeting you too, John.",-1
79,"I: Hello!
W: Hi there!
I: What do you do for fun?
W: I enjoy cooking and listening to country music.
I: That's great! I love to cook too. What's your favorite thing to cook?
W: I love to make chicken fried steak.
I: Oh, that's one of my favorites too! Do you have a favorite recipe?
W: Yes, I do. It's a family recipe that's been passed down for generations.
I: That's awesome! I'd love to try it sometime.
W: Sure, I'd be happy to share it with you.
I: Thank you! I'm really excited to try it.
W: You're welcome. I hope you like it.
I: What do you do for work?
W: I'm unable to work at a job because of a disability.
I: I'm sorry to hear that. What do you do for fun to keep yourself busy?
W: I like to knit hats for babies in the hospital.
I: That's a great way to give back to the community. I'm sure the babies appreciate it.
W: They do. It's always fun to see their little faces light up when they get a new hat.
I: I can imagine. It sounds like you're a very kind person.
W: Thank you. I try to be.
I: Well, it was nice talking to you.
W: You too. Have a nice day.
I: You too.",-1
80,"I: Hello, how are you?
W: I'm doing well, thanks for asking. How are you?
I: I'm doing well too. I'm a homeschooler, and I love getting up early in the morning to get started on my day.
W: That's great! I'm not a morning person at all. I love singing karaoke, and I'm allergic to dogs.
I: That's interesting. I don't like dogs either. I'm allergic to cats.
W: Really? I've never met anyone else who is allergic to cats.
I: Yeah, it's not very common. I live in a small town, and I like to make crafts.
W: That's cool. I'm colorblind, so I can't make crafts.
I: Oh, that's too bad. I'm sorry to hear that.
W: It's okay. I've learned to live with it.
I: Good for you. I'm glad you're able to stay positive.
W: Thank you. I try.
I: So, what do you like to do for fun?
W: I like to sing karaoke, go for walks, and spend time with my friends and family.
I: That sounds like fun. I like to go for walks too. I also like to read and watch movies.
W: Oh, I love to read! What are some of your favorite books?
I: I like to read a lot of different genres, but I'm especially fond of historical fiction and science fiction.
W: Those are great genres! I'm not as big on science fiction, but I love historical fiction.
I: Yeah, it's a great way to learn about the past.
W: Absolutely. It's also a great way to escape from the present.
I: I agree. I love getting lost in a good book.
W: Me too. I'm glad we have something in common.",-1
81,"I: Hi, I'm [user 1's name]!
W: Hi, I'm [user 2's name]!
I: What do you like to do for fun?
W: I like to go hiking and camping. I also like to cook.
I: What do you like to cook?
W: I like to cook all kinds of food, but I especially like to cook meat.
I: Me too! I'm a bodybuilder, so I eat a lot of meat.
W: That's cool! I've always wanted to be a bodybuilder.
I: It's a lot of work, but it's also a lot of fun.
W: I'm sure it is. What's your workout routine like?
I: I work out three days a week, and I do a lot of weight lifting.
W: Wow, that's a lot of work! I don't think I could handle that.
I: It's not as bad as it sounds. I actually enjoy it.
W: Well, it's definitely working for you. You look great!
I: Thanks! I appreciate it.
W: So, what are you doing this weekend?
I: I'm not sure yet. I might go hiking or camping.
W: That sounds fun! I'm going to go camping with my friends.
I: That sounds like a lot of fun.
W: Yeah, it should be.
I: Well, I should probably get going. It was nice talking to you.
W: You too! Have a nice weekend.
I: You too!",-1
82,"I: I just became a first time father.
W: Congratulations! That's a big deal!
I: Thanks! It's been a lot of work, but it's also been really rewarding.
W: I bet it has! What's your favorite thing about being a dad?
I: I love watching my little boy grow and learn. It's amazing to see how quickly he's changing and developing.
W: That's definitely the best part! I love watching my nieces and nephews grow up.
I: Do you have any pets?
W: I have a cat named Mittens. She's my best friend.
I: I love cats! I have a golden retriever named Ginger.
W: Oh, I love golden retrievers! They're so friendly and playful.
I: They are! Ginger is the best dog I could ever ask for.
W: So, what do you like to do for fun?
I: I love to go fishing, play video games, and watch movies.
W: Those are all great hobbies! I love to go shopping for clothes, watch movies, and read.
I: Sounds like we have a lot in common!
W: Yeah, we do! I'm sure we'll get along great.
I: I'm sure we will too!",-1
83,"I: Hey, I'm [user 1's name].
W: Hi, I'm [user 2's name].
I: Nice to meet you! What do you like to do for fun?
W: I love to cosplay, and I'm homeschooled.
I: That's cool! I've always wanted to try cosplay.
W: It's a lot of fun! I love getting to be someone else for a while.
I: I'm sure you're really good at it.
W: Thanks! I try my best.
I: What's your favorite cosplay you've done?
W: I'm not sure. I really like my Harley Quinn cosplay, but I also like my Sailor Moon cosplay.
I: Both of those are great! I'm sure you look amazing in them.
W: Thanks! I think I do too.
I: So, what's it like being homeschooled?
W: It's great! I get to learn at my own pace and focus on the things I'm interested in.
I: I can see how that would be beneficial.
W: It is. I'm really glad I'm homeschooled.
I: What do you want to do when you grow up?
W: I'm not sure yet. I'm still trying to figure that out.
I: That's okay. You have plenty of time to figure it out.
W: Thanks. I appreciate that.
I: So, what do you do for fun besides cosplay?
W: I like to read, write, and play video games.
I: I like to read too! What kind of books do you like to read?
W: I like to read all kinds of books, but I especially like science fiction and fantasy.
I: Me too! I love getting lost in a good book.
W: Me too! I think it's the best way to relax.
I: I agree.
W: So, what are you reading right now?
I: I'm reading a book called ""The Martian."" It's about an astronaut who gets stranded on Mars.
W: I've heard good things about that book. I've been meaning to read it.
I: You should! It's really good.
W: I will!
I: So, what else do you like to do for fun?
W: I like to go to the movies, hang out with my friends, and play video games.
I: I like to do those things too!
W: Great! We should hang out sometime.
I: I'd love to",-1
84,"I: Hi, I'm (user 1).
W: Hi, I'm (user 2).
I: What do you do for a living?
W: I work in labor and delivery.
I: Oh, that's interesting. I've always been fascinated by birth and childbirth.
W: It's a really rewarding job. I love being able to help bring new life into the world.
I: That's great. I'm sure it's an amazing feeling.
W: It is. It's one of the best parts of my job.
I: What's the most challenging part of your job?
W: The most challenging part is probably dealing with the pain and fear that some women experience during childbirth.
I: I can imagine that would be tough. But I'm sure you're very good at what you do.
W: Thank you. I try my best.
I: Do you want to have children of your own someday?
W: No, I don't think so. I'm happy being single and alone.
I: That's cool. I know some people feel that way.
W: Yeah, I just don't think I'd be a good mom.
I: Well, I'm sure you'd be a great mom if you wanted to be.
W: Thank you. I appreciate that.
I: So, what do you do for fun?
W: I like to go to the gym, read, and garden.
I: Oh, that sounds nice. I like to go for walks, travel, and read.
W: We should go for a walk sometime.
I: That would be fun.
W: Great. I'll text you my number.
I: Okay, great.",-1
85,"I: I'm a teacher, I like to cook and read, I am married with kids, and I'm a proud Republican.
W: I want to be a fashion designer, I was arrested for stealing, I want children badly but not right now, my parents were always gone when I was growing up, and my best friend took my boyfriend in high school.
I: What are some of your favorite books?
W: I love all kinds of books, but my favorite authors are Jane Austen, George Orwell, and Harper Lee.
I: I love Jane Austen too! What's your favorite book by her?
W: I think my favorite is Persuasion. I love the characters and the story.
I: Persuasion is a great book. I love the way Austen writes about relationships.
W: Me too! She's such a talented writer.
I: So, what do you do for fun?
W: I love to go shopping, I like to go out to eat, and I love to watch movies.
I: What kind of movies do you like to watch?
W: I like all kinds of movies, but I especially like romantic comedies and action movies.
I: I like romantic comedies too! What's your favorite romantic comedy?
W: I think my favorite is When Harry Met Sally.
I: That's a great movie! I love the ending.
W: Me too! It's so perfect.
I: So, what are your plans for the future?
W: I want to be a fashion designer. I've always loved fashion and I think it would be so much fun to design clothes.
I: That sounds like a great goal! I'm sure you'll be a great designer.
W: Thanks! I hope so!
I: So, what are you doing right now?
W: I'm just working and going to school. I'm also trying to save up money to move out of my parents' house.
I: That sounds like a lot of work.
W: It is, but it's worth it.
I: I'm sure it will be.
W: Thanks!",-1
86,"I: Hi! I'm (user 1's name). What's your name?
W: Hi, I'm (user 2's name). It's nice to meet you.
I: Nice to meet you too. So, what do you do for fun?
W: I like to dance at the club. I'm also a big fan of selkies.
I: Selkies?
W: Yeah, they're seals that can transform into human form. They're really cool.
I: I've never heard of them before.
W: You should look them up! They're fascinating creatures.
I: I will. Thanks for the recommendation. What else do you like to do for fun?
W: I also like to run my own dog obedience school. I have a lot of fun training dogs.
I: That's really cool! I love dogs. I have two large dogs of my own.
W: Oh, that's great! What kind of dogs do you have?
I: I have a Golden Retriever and a German Shepherd.
W: Oh, those are both great breeds! I love German Shepherds.
I: Me too! They're such smart and loyal dogs.
W: Yeah, they're great. So, what's your favorite thing to do with your dogs?
I: I love to go for walks with them in the park. They love to run around and play.
W: That sounds like a lot of fun. I love playing with dogs too.
I: Me too! They're so much fun to be around.
W: Yeah, they're the best.",-1
87,"I: Hi Jordan, what do you like to do for fun?
W: I love playing video games and reading drama books.
I: That's cool. I love working out and listening to rap music.
W: I'm not really into rap music, but I do like working out.
I: What kind of music do you like?
W: I like a lot of different kinds of music, but I'm mostly into rock and pop.
I: I like some rock music, but I'm not really into pop music.
W: That's cool. I'm glad we can both enjoy working out.
I: Yeah, it's a great way to stay in shape.
W: I agree. It's also a great way to relieve stress.
I: That's true. I always feel better after a good workout.
W: Me too. I'm glad we have something in common.
I: Me too. It's always nice to meet people who share your interests.
W: I agree. It's nice to have someone to talk to about things you're passionate about.
I: Yeah, I think we're going to get along just fine.",-1
88,"I: Hi, what do you do for fun?
W: I like to go hiking in my spare time. It's a great way to get outside and get some exercise.
I: That's awesome! I like to hike too. Where do you like to hike?
W: I usually hike in the Appalachian Mountains. There are a lot of great trails there.
I: I've never been to the Appalachian Mountains, but I've heard great things about them.
W: You should definitely go! It's a beautiful place.
I: I'll have to add it to my list of places to visit.
W: What about you? What do you like to do for fun?
I: I love shopping for fashion and clothes. I'm going to be a freshman at Auburn University next year, and I'm really excited to start shopping for new clothes.
W: Oh, that's great! I'm sure you'll have a lot of fun shopping for clothes at Auburn. It's a great place to find stylish clothes.
I: I know! I'm so excited to start my new life there.
W: I'm sure you'll do great things. You seem like a very driven person.
I: Thank you! I appreciate that.
W: So, what do you want to be when you grow up?
I: I want to be a doctor. I've always been fascinated by the human body and I want to help people.
W: That's a great goal! I'm sure you'll be an amazing doctor.
I: Thanks! I'm working hard to make it happen.
W: I know you will. You seem like a very determined person.",-1
89,"I: What are you interested in?
W: I am interested in biology.
I: That's great! I love biology too. I play bluegrass music and I am a professional skater.
W: That's cool! I've never heard of bluegrass music.
I: It's a type of American folk music. It's usually played with string instruments, like guitars, banjos, and mandolins.
W: That sounds interesting. I might have to check it out sometime.
I: You should! It's a lot of fun.
W: I'm sure it is.
I: So, what's your favorite thing about studying biology?
W: I love learning about the different organisms that exist on Earth. It's amazing how diverse and complex life is.
I: Me too! I think it's so cool that there are so many different types of animals and plants.
W: I know, right? It's like we're living in a giant science experiment.
I: That's a good way to think about it.
W: Yeah, it is.
I: So, what do you want to do with your biology degree?
W: I'm not sure yet. I'm thinking about going into research or teaching.
I: Those are both great options. I'm sure you'll be successful in whatever you do.
W: Thank you! I appreciate that.
I: You're welcome.",-1
90,"I: Hi!
W: Hello there!
I: What do you do for a living?
W: I'm a bodybuilder.
I: Oh, that's cool! I've always been interested in bodybuilding, but I don't have the time to commit to it.
W: It's definitely a lot of work, but it's really rewarding.
I: I bet it is! Do you have a favorite muscle to work on?
W: I like to focus on my chest and shoulders.
I: Those are my favorite muscles to work on too! I like the way they look when they're big and defined.
W: Me too! They're a lot of fun to show off, too.
I: I bet! Do you have any tips for people who are just starting out with bodybuilding?
W: Just start slow and don't overdo it. It's important to listen to your body and take breaks when you need them.
I: That's good advice. I'll keep that in mind. Thanks!
W: No problem! So, what do you do for a living?
I: I work for a company that rents properties.
W: Oh, that's cool! I've always thought about getting into real estate.
I: It's a great industry! I love meeting new people and helping them find their dream homes.
W: That sounds like a lot of fun! I'm sure you're really good at it.
I: Thank you! I try my best.
W: So, what do you like to do for fun?
I: I like to go hunting, restore classic cars, and travel.
W: Oh, that's cool! I've never been hunting, but I've always wanted to try it.
I: It's a lot of fun! You should go sometime.
W: I will! I've also always wanted to restore a classic car.
I: They're a lot of work, but they're really rewarding.
W: I bet they are! I'm sure you've done a great job with yours.
I: Thank you! I'm really proud of it.
W: So, where do you like to travel to?
I: I love to go to the mountains and the beach.
W: Oh, that sounds nice! I've never been to the mountains, but I love going to the beach.
I: I'm sure you'd love the mountains! They're so beautiful and peaceful.
W: I bet they are! I'd love to go sometime.
I: You should! I'm sure you'd love it.",-1
91,"I: Hi! I'm a teacher. What do you do for a living?
W: I'm a registered nurse at a pediatric hospital.
I: Oh, that's great! What's it like working with kids?
W: It's very rewarding, but also challenging. I love being able to help kids and make a difference in their lives.
I: I can imagine. That sounds like a great job.
W: It is. I'm really glad I chose this career path.
I: What's your favorite part of your job?
W: I love seeing the kids get better and go home. It's so rewarding to know that I've made a difference in their lives.
I: That's so great. I'm sure it's a lot of work, but it sounds like it's very fulfilling.
W: It is. I love my job.
I: What's your favorite thing to do for fun?
W: I love to read, watch movies, and spend time with my family.
I: I love to read too! What's your favorite book?
W: I have a lot of favorite books, but one of my favorites is ""The Great Gatsby"" by F. Scott Fitzgerald.
I: I've heard good things about that book. I'll have to check it out.
W: You should! It's a great book.
I: What are some of your favorite movies?
W: I love a lot of different movies, but some of my favorites include ""The Shawshank Redemption,"" ""The Godfather,"" and ""The Dark Knight.""
I: I love those movies too! The Shawshank Redemption is one of my favorites.
W: It's a great movie. I love the story and the characters.
I: I agree. It's a classic.
W: So, what do you like to do for fun?
I: I love to cook. I'm always trying new recipes and experimenting with different flavors.
W: I love to cook too! I'm not very good at it, but I enjoy it.
I: You should try some of my recipes! I'm sure you'd like them.
W: I'd love to try them!
I: Great! I'll send you some over the weekend.
W: Thanks! I can't wait to try them.
I: No problem! I'm glad I could meet you.
W: Me too! It was nice talking to you.
I: You too!",-1
92,"I: Hi, I'm [user 1].
W: Hi, I'm [user 2].
I: I'm a biology teacher at a college.
W: That's cool! I'm going to hairdresser school.
I: Oh, that's interesting! Do you like it?
W: I do! I love making people feel beautiful.
I: That's great! I'm glad you're doing something you love.
W: Thanks! I'm also a big fan of vintage 50s decor.
I: Oh, I love that stuff too! I have a large garden and I like to collect vintage 50s decorations.
W: That's so cool! I'm sure your garden is beautiful.
I: Thanks! I love it. It's a great place to relax and unwind after a long day.
W: I bet it is! I love to relax in my garden too.
I: That's great! So, what are some of your hobbies?
W: I love to read, cook, and watch movies.
I: Oh, those are all great hobbies! I love to read and watch movies too.
W: Me too! I'm a big fan of science fiction and fantasy novels.
I: Me too! I love reading about different worlds and cultures.
W: Me too! I think it's so interesting to learn about different ways of life.
I: I agree! It's always fascinating to see how other people live.
W: It is! I think it's important to be open-minded and learn about different cultures.
I: I agree! I think it's important to understand the world around us.
W: Me too! I think it's the best way to make the world a better place.
I: I agree! I think we should all try to be more understanding and open-minded.
W: I agree! I think it's the best way to build a more peaceful and prosperous world.
I: I agree! I think it's important to work together to make the world a better place.",-1
93,"I: Hi!
W: Hi there!
I: What's your favorite color?
W: Blue!
I: Me too!
W: That's great! What do you like about blue?
I: I think it's a calming color. It reminds me of the ocean.
W: I love the ocean too! I grew up on a large farm, but I always loved visiting the beach.
I: That sounds amazing! I've never been to a farm, but I've always wanted to.
W: You should! They're really beautiful. And you can learn a lot about nature.
I: I'll have to add that to my list of places to visit.
W: You won't regret it!
I: So, what do you do for fun?
W: I love reading mysteries. I've read hundreds of them.
I: Me too! I love the suspense and the mystery of it all.
W: I know, right? It's so much fun to try to figure out whodunit.
I: Do you have a favorite mystery writer?
W: I love Agatha Christie. Her books are always so clever and well-written.
I: I agree! I've read a few of her books, and I loved them all.
W: I'm so glad you enjoyed them! She's a true master of the mystery genre.
I: What's your favorite mystery book?
W: I think my favorite is ""And Then There Were None"". It's such a clever and suspenseful story.
I: I've heard good things about that book. I'll have to add it to my list.
W: You won't regret it!
I: Thanks for the recommendation!
W: No problem! I'm always happy to talk about mysteries.",-1
94,"I: What do you do for fun?
W: I love shopping for clothes and fashion!
I: That's cool! I'm more of an outdoorsy person.
W: Oh, I like going on hikes too!
I: I just had surgery, so I'm pretty much on bed rest for a while.
W: Oh, that's no fun. What did you have surgery for?
I: I had a tumor removed from my stomach.
W: Oh, that's scary! I'm glad you're okay.
I: Thanks. I'm feeling better every day.
W: That's good to hear.
I: What do you want to do when you grow up?
W: I want to be a doctor.
I: That's a great goal! I'm sure you'll be a great doctor.
W: Thanks! I'm excited to start college next year.
I: I'm sure you'll do great!
W: Thanks!
I: What's it like to be a senior in high school?
W: It's busy, but it's also fun! I'm going to miss it next year.
I: I can imagine. It's a good time to be young and carefree.
W: Yeah, it is. I'm going to miss all of my friends.
I: I'm sure you'll stay in touch with them.
W: I hope so!
I: Me too! It's always good to have friends, even when you're grown up.",-1
95,"I: Hi! I'm (name).
W: Hi (name), I'm (name).
I: What are you doing today?
W: Not much, just hanging out. What about you?
I: I'm going to the park with my friends.
W: That sounds fun! I love the park.
I: Me too! What's your favorite thing to do at the park?
W: I like to play sports, like soccer and basketball.
I: Cool! I like to play sports too. What else do you like to do?
W: I like to read and watch movies. What about you?
I: I like to read and watch movies too. I also like to play video games.
W: Oh, cool! What video games do you like to play?
I: I like to play a lot of different games, but my favorite is probably Minecraft.
W: I've heard of that game. It looks fun.
I: It is! It's a really creative game.
W: What else do you like to do?
I: I like to go to the movies and hang out with my friends.
W: Me too! I like to go to the movies and watch movies with my friends.
I: That's cool! I'm glad we have similar interests.
W: Me too! I think we're going to get along great.",-1
96,"I: Hi, my name is [user 1 name].
W: Hi, nice to meet you [user 1 name]. My name is [user 2 name].
I: What do you do for a living?
W: I'm a real estate agent.
I: Oh, that's cool. I've always been interested in real estate.
W: Yeah, it's a good job. I get to meet a lot of people and help them find their dream homes.
I: That's really cool. I'm sure you're good at it.
W: Thanks, I try to be.
I: So, what's your favorite part of your job?
W: I like helping people find their dream homes. It's really rewarding to help someone make a big decision like that.
I: That's awesome. I'm sure it's a lot of work, but it's worth it.
W: Yeah, it can be a lot of work, but it's always worth it when I see someone's face light up when they find their dream home.
I: That's such a great feeling.
W: Yeah, it is.
I: So, what's the most interesting experience you've had while working as a real estate agent?
W: I once helped a family find their dream home. They were a young couple with two young children, and they were looking for a house in a good school district. I showed them a few houses, and they eventually fell in love with a house in a neighborhood that was close to the children's schools. The couple was so happy with the house, and they were so grateful to me for helping them find it.
I: That's amazing. I'm so glad you were able to help them find their dream home.
W: Me too. It was a great feeling.
I: So, what are your plans for the future?
W: I'm not sure. I'm still enjoying my job as a real estate agent, but I'm open to new opportunities.
I: Well, I'm sure you'll do great whatever you decide to do.
W: Thanks, I appreciate that.",-1
97,"I: Hi, I'm [user 1 name].
W: Hello, I'm [user 2 name].
I: What do you like to do for fun?
W: I'm a huge fantasy fan, I love to read and write fantasy books.
I: That's interesting, I do not read anything sweet.
W: That's a shame, I love sweet things.
I: Do you have any favorite fantasy books?
W: I really enjoyed the Lord of the Rings trilogy.
I: I have not read that, but I have seen the movies.
W: I also enjoyed the Harry Potter series.
I: I have seen the movies, but I have not read the books.
W: I also like the Percy Jackson series.
I: I have not heard of that one.
W: It's a series about a boy who discovers that he is a demigod, the son of a Greek god.
I: That sounds interesting, I might have to check it out.
W: I highly recommend it.
I: What do you do for work?
W: I have two part-time jobs. I work as a barista at Starbucks and I also work as a clerk at a local grocery store.
I: That sounds like a lot of work.
W: It is, but it's worth it. I'm saving up money to be able to quit my day job and write fantasy books full-time.
I: That's awesome, I hope you can do that.
W: Thanks, I hope so too.
I: Well, it was nice meeting you, [user 2 name].
W: It was nice meeting you too, [user 1 name].
I: I hope we can talk again soon.
W: Me too.",-1
98,"I: Hi, I'm [name].
W: Hi, I'm [name].
I: It's nice to meet you.
W: You too.
I: What do you like to do for fun?
W: I like to run, I like pets, and I like Nirvana.
I: That's cool. I like to swim, I have a convertible mustang, and I'm a kindergarten teacher.
W: Oh, that's cool. Do you like it?
I: I love it! I love working with kids, and I love being outdoors.
W: That's great! I'm a customer service representative at PetSmart.
I: Oh, that's cool. Do you like it?
W: I do, it's fun. I get to help people with their pets.
I: That's great.
W: What's your favorite thing about teaching?
I: I love seeing kids learn and grow. It's so rewarding.
W: That's great. What's the best thing about your convertible mustang?
I: I love the wind in my hair and the feeling of the sun on my face.
W: That sounds amazing.
I: It is. What's your favorite band?
W: I love Nirvana. They're my favorite band.
I: Oh, that's cool. I like them too. I love their music.
W: Me too. I love the way they mix grunge and punk rock.
I: I agree. They're so good.
W: Yeah, they're one of my favorite bands.
I: Me too.
W: Well, it was nice talking to you.
I: You too.",-1
99,"I: What do you like to do for fun?
W: I love playing ultimate frisbee! It's a great way to get exercise and meet new people.
I: That sounds like fun! I've never played before, but I'm always up for trying new things.
W: You should definitely give it a try! It's a lot of fun, and it's a great way to get out and be active.
I: I'll have to look into it! I'm sure I could find a group to play with somewhere.
W: You definitely could! There are lots of ultimate frisbee leagues and tournaments all over the place.
I: That's good to know! I'm excited to give it a try.
W: You won't be disappointed!
I: What's your favorite season?
W: My favorite season is autumn. I love the cool weather, the falling leaves, and the pumpkin spice everything!
I: I love autumn too! The weather is perfect for going on hikes and camping.
W: Me too! I love spending time outdoors in the fall.
I: What do you like to do in the fall?
W: I love going hiking, camping, and playing ultimate frisbee. I also love watching football games.
I: Football is my favorite sport! I love watching the Auburn Tigers play.
W: I'm not really a football fan, but I love watching the Auburn Tigers play too!
I: They're having a great season this year!
W: I know! I can't wait to see how they do in the playoffs.
I: Me too! I'm sure they'll make it to the championship game.
W: I hope so! They've been playing so well this year.
I: So, what are you doing after graduation?
W: I'm not sure yet. I'm thinking about going to college, but I'm not sure where I want to go.
I: Well, you have plenty of time to decide. Just make sure you pick a school that's a good fit for you.
W: I will. Thanks for the advice!
I: No problem!",-1
