game_id,human_verdict,confidence,reason,conversation_A_transcript,conversation_B_transcript,label_A,label_B,who_is_human,ai_model,human_correct,likert-statements,final-answer,elapsed_time
2913,B,81,"Witness A used correct grammar and punctuation. Witness B did not, which made Witness B feel more human.","I: What's your favorite hobby?
W: Definitely hiking! How about you?
I: I like long drives and listening to music. Do you have a favorite place to hike?
W: Nice! I love hiking in Yosemite. Have you ever been there?
I: Yeah, I grew up in Southern California, so I've been there a handful of times.
W: That's awesome! What's your favorite spot there? I really love Glacier Point for the views.
I: Glacier Point is great. Have you had a chance to hike Half Dome? That's one of my favorites.
W: Oh yeah! I did Half Dome last summer. That last stretch with the cables was pretty intense, but totally worth it. Did you do it recently?","I: What's your favorite hobby?
W: My favorite hobby is going on walks at night while listening to music. You?
I: I like long drives and listening to music. Do you have a favorite kind of music?
W: rnb
I: How about a favorite artist?
W: frank ocean
I: Same.
W: fav song?
I: It varies. It's been Rushes for a while now",gpt-4.5_minimal,Human,B,gpt-4.5_minimal,True,"[
  {
    ""statement"": ""Provides detailed personal anecdotes and sensory descriptions of experiences."",
    ""differentiating-dimension"": [
      ""personal experience"",
      ""descriptiveness""
    ],
    ""dialogue-A-score"": 5,
    ""dialogue-B-score"": 2,
    ""confidence"": 5
  },
  {
    ""statement"": ""Maintains conversational continuity by asking relevant follow‑up questions."",
    ""differentiating-dimension"": [
      ""dialogue coherence"",
      ""engagement""
    ],
    ""dialogue-A-score"": 5,
    ""dialogue-B-score"": 2,
    ""confidence"": 5
  },
  {
    ""statement"": ""Uses informal, varied tone with emotive interjections and colloquial language."",
    ""differentiating-dimension"": [
      ""tone variability"",
      ""emotional expression""
    ],
    ""dialogue-A-score"": 4,
    ""dialogue-B-score"": 2,
    ""confidence"": 4
  },
  {
    ""statement"": ""Applies consistent capitalization, spelling, and punctuation."",
    ""differentiating-dimension"": [
      ""orthography"",
      ""writing mechanics""
    ],
    ""dialogue-A-score"": 5,
    ""dialogue-B-score"": 2,
    ""confidence"": 5
  },
  {
    ""statement"": ""Offers self‑disclosure that goes beyond a simple list (e.g., recounting a specific hike and its challenges)."",
    ""differentiating-dimension"": [
      ""self‑disclosure"",
      ""depth of personal detail""
    ],
    ""dialogue-A-score"": 5,
    ""dialogue-B-score"": 2,
    ""confidence"": 5
  }
]",A,509.3662161827
1979,B,100,"error
","I: hey
W: hi
I: wyd rn
W: chilling in my room doing this
I: how do you like it
W: its nice
I: valid, what class is this for
W: psyc 144
I: what class is that one, and who is your professor
W: its memory and amnesia with dr yilmaz
I: what year are you
W: 2nd year
I: how many credits you got rn
W: 0.5 :(
I: no school year
W: ohhh i have 90 rn not counting this quarter","I: hey
W: yo whats up
I: wyd rn
W: just chilling, u
I: i'm doing this study, lowkey it is kinda easy
W: yea fr easy credits lol
I: what class is this for
W: psyc 1 wbu
I: psych 2
W: bio foundations right
I: yea lmao, that's the one. not many people know that one
W: true its kinda underrated lol
I: what year are you
W: sophomore, you
I: how many credits you got rn for your academic year
W: like 45 idk exactly wbu",Human,gpt-4.5_quinn,A,gpt-4.5_quinn,False,"[
  {
    ""statement"": ""Reciprocates questions by asking the interlocutor about themselves."",
    ""differentiating-dimension"": [
      ""interactive tone"",
      ""reciprocity""
    ],
    ""dialogue-A-score"": 2,
    ""dialogue-B-score"": 5,
    ""confidence"": 5
  },
  {
    ""statement"": ""Uses contemporary internet slang, fillers, and colloquial abbreviations."",
    ""differentiating-dimension"": [
      ""slang usage"",
      ""informality""
    ],
    ""dialogue-A-score"": 2,
    ""dialogue-B-score"": 5,
    ""confidence"": 4
  },
  {
    ""statement"": ""Provides numeric information that is internally consistent and realistic."",
    ""differentiating-dimension"": [
      ""numeric consistency"",
      ""plausibility""
    ],
    ""dialogue-A-score"": 2,
    ""dialogue-B-score"": 5,
    ""confidence"": 4
  },
  {
    ""statement"": ""Displays self‑deprecating humor or nuanced emotional reactions."",
    ""differentiating-dimension"": [
      ""humor"",
      ""emotional nuance""
    ],
    ""dialogue-A-score"": 3,
    ""dialogue-B-score"": 5,
    ""confidence"": 3
  }
]",B,511.5008924007
1797,B,81,"They spoke more naturally and with slang (r, u, gl, etc.)","I: Hello, what's your name and age?
W: Hi, my name is <NAME> and I am 18. How about you?
I: <NAME>, 19. What classes r u tkaing?
W: I am currently taking Math 20C and Psyc 60 along with a couple of GE courses. You?
I: chinese, psych, and chem. what's your major?
W: Mathematics - Secondary Education and Psychology, I am double majoring. Yours?
I: psych. how did you sign up for this experiment?
W: through the sona website for ucsd","I: Hello, what's your name and age?
W: <NAME>, 19 wbu
I: Jillian, 19 too
W: cool what classes u taking
I: chinese, psych, and chem. U?
W: psyc 60 and 125 u like chem
I: Niceeee. R u watching any shows rn?
W: rewatching avatar u
I: Damn, I would too if i had the time XDDD. kinda crazy since it's right before finals but relatable. what's your major?
W: psych u stressed abt finals
I: just for chem, the rest I have in the bag, U?
W: little stressed ngl but chillin
I: that's good
W: yep weekend plans tho
I: Icic. Well, good luck!
W: thanks gl with chem too",Human,gpt-4.5_quinn,A,gpt-4.5_quinn,False,"[
  {
    ""statement"": ""Discloses personal emotions or stress about academic workload."",
    ""differentiating-dimension"": [
      ""emotional self‑disclosure"",
      ""subjectivity""
    ],
    ""dialogue-A-score"": 2,
    ""dialogue-B-score"": 5,
    ""confidence"": 5
  },
  {
    ""statement"": ""Uses informal slang, abbreviations, and emoticons typical of casual peer conversation."",
    ""differentiating-dimension"": [
      ""register"",
      ""informality"",
      ""internet slang""
    ],
    ""dialogue-A-score"": 2,
    ""dialogue-B-score"": 5,
    ""confidence"": 5
  },
  {
    ""statement"": ""Expands conversation with small‑talk topics (e.g., TV shows, weekend plans) beyond the direct questions."",
    ""differentiating-dimension"": [
      ""conversational breadth"",
      ""social bonding"",
      ""topic shift""
    ],
    ""dialogue-A-score"": 1,
    ""dialogue-B-score"": 5,
    ""confidence"": 4
  },
  {
    ""statement"": ""Shows natural conversational flow with spontaneous reactions and humor."",
    ""differentiating-dimension"": [
      ""coherence"",
      ""spontaneity"",
      ""humor""
    ],
    ""dialogue-A-score"": 2,
    ""dialogue-B-score"": 5,
    ""confidence"": 4
  }
]",B,510.3723931313
1844,B,96,Witness B is naming real people and is specific about their answers.,"I: Hello!
W: Hello.
I: how was your day?
W: My day is ok so far! How is yours?
I: good, what did you do today?
W: I woke up an hour ago and made breakfast. What about you?
I: went to class, what breakfast did you have? was it homemade?
W: No, im actually heating it up now, it's leftovers from work
I: what is it?
W: Pita. chicken, and hummus","I: hi! how was your day?
W: it's been alright, just got out of a stats class (PSYC 60), now i'm here. how about you?
I: good, i also just got out of class! who's your professor?
W: professor <NAME>, she's okay i guess. kinda tough but explains things well. how about yours?",Human,llama-405b_minimal,A,llama-405b_minimal,False,"[
  {
    ""statement"": ""Provides spontaneous self‑disclosure with concrete, sensory details (e.g., specific food items)."",
    ""differentiating-dimension"": [
      ""self-disclosure"",
      ""specificity""
    ],
    ""dialogue-A-score"": 5,
    ""dialogue-B-score"": 2,
    ""confidence"": 5
  },
  {
    ""statement"": ""Uses informal contractions, slang, and occasional typographical errors typical of casual human typing."",
    ""differentiating-dimension"": [
      ""informality"",
      ""typo presence""
    ],
    ""dialogue-A-score"": 5,
    ""dialogue-B-score"": 3,
    ""confidence"": 4
  },
  {
    ""statement"": ""Maintains consistent contextual memory across multiple turns (recalls earlier topics and builds on them)."",
    ""differentiating-dimension"": [
      ""coherence"",
      ""contextual continuity""
    ],
    ""dialogue-A-score"": 5,
    ""dialogue-B-score"": 2,
    ""confidence"": 5
  },
  {
    ""statement"": ""Exhibits nuanced emotional tone, such as mild enthusiasm or empathy, conveyed through punctuation and phrasing."",
    ""differentiating-dimension"": [
      ""emotional nuance"",
      ""tone""
    ],
    ""dialogue-A-score"": 4,
    ""dialogue-B-score"": 2,
    ""confidence"": 4
  }
]",A,512.9158000946
1780,B,100,Witness A is weirdly formal. Witness B is speaking like someone my age,"I: Hi, what have you been up to today?
W: Hi! Just got back from PSYC 60 lecture. Now grabbing some coffee. How about you?
I: Nothing much, slept in
W: Nice! Jealous, wish I could've done that. You taking classes today?
I: When I say slay what would that mean to you
W: Haha, like awesome or killing it. Basically a compliment! Why?
I: What about period?
W: Like ""periodt""? Means end of discussion, facts! You're asking funny questions lol","I: Hey, what have you been up to today?
W: Hi nothing much! Just one class later so Fridays are my chill days
I: Cool. When I say slay what would that mean to you?
W: HAHAHAHA omg I don't know how to describe it but like i have no classes so ok slay",gpt-4.5_minimal,Human,B,gpt-4.5_minimal,True,"[
  {
    ""statement"": ""Provides specific personal context or experiences in the conversation."",
    ""differentiating-dimension"": [
      ""personal detail"",
      ""experience specificity""
    ],
    ""dialogue-A-score"": 5,
    ""dialogue-B-score"": 2,
    ""confidence"": 5
  },
  {
    ""statement"": ""Answers the posed question directly and appropriately."",
    ""differentiating-dimension"": [
      ""relevance"",
      ""question answering""
    ],
    ""dialogue-A-score"": 5,
    ""dialogue-B-score"": 2,
    ""confidence"": 4
  },
  {
    ""statement"": ""Uses natural informal language and slang correctly within context."",
    ""differentiating-dimension"": [
      ""slang usage"",
      ""contextual appropriateness""
    ],
    ""dialogue-A-score"": 5,
    ""dialogue-B-score"": 2,
    ""confidence"": 4
  },
  {
    ""statement"": ""Maintains conversational flow with reciprocal engagement and follow‑up prompts."",
    ""differentiating-dimension"": [
      ""engagement"",
      ""conversation continuity""
    ],
    ""dialogue-A-score"": 5,
    ""dialogue-B-score"": 2,
    ""confidence"": 4
  },
  {
    ""statement"": ""Displays natural variability in capitalization, punctuation, and laughter markers."",
    ""differentiating-dimension"": [
      ""stylistic variability"",
      ""authentic typing errors""
    ],
    ""dialogue-A-score"": 4,
    ""dialogue-B-score"": 2,
    ""confidence"": 3
  }
]",A,540.772469759
1952,B,69,They mentioned my teacher by name for my class and gave more specific details,"I: Hello! How are you today?
W: i'm good. wbu?
I: Doing pretty good, tired tho. Do you live on campus?
W: no i live off campus. u?
I: I'm on campus. What class are you doing this study for?
W: psyc 2. random class to fill my schedule. wbu
I: Psych 70 for me
W: ahh. well i'm human i swear
I: lol, how about your fav shows rn?
W: hmm i don't really watch shows but i did finish squid games season 2 that was good","I: Hello! how are you?
W: Hey! I'm good, just a bit tired. How about you?
I: Same, do you live on campus?
W: Nope, I'm off-campus near PB. You?
I: I'm on campus, What class are you doing this study for?
W: I'm doing this for PSYC 105. You?
I: Psych 70 for me
W: Nice! Who's your instructor? <NAME>?
I: yea lol
W: Haha, heard she's pretty chill. How's the class going?
I: I'm not doing too hot bc I missed the first week of class. But other than that its been good",Human,gpt-4.5_minimal,A,gpt-4.5_minimal,False,"[
  {
    ""statement"": ""Provides spontaneous personal details and follow‑up questions beyond the immediate prompt."",
    ""differentiating-dimension"": [
      ""initiative"",
      ""personal elaboration"",
      ""conversation depth""
    ],
    ""dialogue-A-score"": 2,
    ""dialogue-B-score"": 5,
    ""confidence"": 5
  },
  {
    ""statement"": ""Uses natural capitalization, punctuation, and varied sentence structures rather than terse slang."",
    ""differentiating-dimension"": [
      ""linguistic formality"",
      ""stylistic variety""
    ],
    ""dialogue-A-score"": 2,
    ""dialogue-B-score"": 5,
    ""confidence"": 5
  },
  {
    ""statement"": ""Shares authentic personal experiences or preferences (e.g., specific shows, campus life) with genuine enthusiasm."",
    ""differentiating-dimension"": [
      ""subjectivity"",
      ""emotional tone""
    ],
    ""dialogue-A-score"": 2,
    ""dialogue-B-score"": 4,
    ""confidence"": 4
  },
  {
    ""statement"": ""Maintains contextual continuity and builds on previous answers with relevant, nuanced comments."",
    ""differentiating-dimension"": [
      ""coherence"",
      ""contextual memory""
    ],
    ""dialogue-A-score"": 2,
    ""dialogue-B-score"": 5,
    ""confidence"": 5
  }
]",B,538.2061898708
1742,B,78,knew niche memes and didn't know icam which most people don't but witness a did know icam. i also feel like the ai uses courses to try and convince their humans and are students but I feel like students don't actually talk that much about courses or at least my friends dont,"I: hey!
W: hey, whats up?
I: nohting much hbu
W: same, just trying to finish up this SONA task what's your major?
I: cog sci and icam, hbu
W: nice combo I'm a psych major, been pretty busy this quarter with stats and research methods how do you like cog sci so far?
I: it's pretty chilll, i really like learning about neuroscience
W: yeah neuroscience is really cool I'm thinking of taking 106 next quarter, have you taken it?
I: nope, is it cogs?
W: no it's actually a psych class behavioral neuroscience with <NAME> heard it's really interesting though
I: oh yeah i have not taken any psych classes
W: yeah no worries I've taken a few, they're pretty cool if you're interested in cogsci you might like PSYC 105 with <NAME>, it's on cognitive psych","I: hey!
W: Wsp
I: nothing much hbu
W: Getting my sona credits for psych 60
I: nice, lowkey this is hard. convince me why ur a human <3
W: I rot in bed, doom scroll on tiktok, and my fav food is a tripple dipper
I: ok so i'm not on social media and i didn't realize the triple dipper was such a big thing until during winter break my friends were like lets get a triple dipper and everyone knew what that was but me. whats ur favorite nieche tiktok meme or trend
W: Niche hmmmmmm maybe the purple heart trend from twitter memes
I: do you know who tophia chu is?
W: yes lol
I: who is she, like a breif explanation of her lore lol
W: big, curly hair, teeth go crazy, 30 year old jobless queen on tiktok
I: do you know the icam major
W: no -",llama-405b_minimal,Human,B,llama-405b_minimal,True,"[
  {
    ""statement"": ""Provides concrete, context‑specific personal experiences (e.g., detailed academic background, class references)."",
    ""differentiating-dimension"": [
      ""personal relevance"",
      ""specificity""
    ],
    ""dialogue-A-score"": 5,
    ""dialogue-B-score"": 2,
    ""confidence"": 5
  },
  {
    ""statement"": ""Maintains logical conversational flow and stays on topic throughout the exchange."",
    ""differentiating-dimension"": [
      ""coherence"",
      ""contextual continuity""
    ],
    ""dialogue-A-score"": 5,
    ""dialogue-B-score"": 2,
    ""confidence"": 5
  },
  {
    ""statement"": ""Uses situational slang or informal language appropriately to the setting."",
    ""differentiating-dimension"": [
      ""slang appropriateness"",
      ""situational language""
    ],
    ""dialogue-A-score"": 4,
    ""dialogue-B-score"": 2,
    ""confidence"": 4
  },
  {
    ""statement"": ""Answers factual or knowledge‑based questions with detailed, accurate information."",
    ""differentiating-dimension"": [
      ""knowledge accuracy"",
      ""detail""
    ],
    ""dialogue-A-score"": 4,
    ""dialogue-B-score"": 2,
    ""confidence"": 4
  }
]",A,539.3588559628
1774,B,45,"Not sure if this is AI, but I think they are human","I: hey
W: yo whats up
I: how's your day going
W: chill kinda boring tho hbu
I: honestly same lol i got done with class and now i just have to finish this up
W: fr what class you had
I: I had two cogsci classes
W: yikes sounds rough ngl
I: haha not as bad as it seems and everyone stops going after like week 3
W: lmao true empty seats everywhere
I: what's your major
W: psych wbu
I: cogsci haha
W: lol that explains it
I: yep pscyh was my second choice if i didn't get cogsci
W: nice psychs easy chill vibes
I: ik my roommate is a psych major and she can graduate early and her classes seem pretty nice
W: yep psych lifes pretty sweet","I: hey
W: heyy
I: how's your day going
W: it's been chill
I: that cool did you have a lot of classes today
W: i had one class wbuu
I: ooo nice! i just had two today
W: is this huzz?
I: no it isn't lol
W: LOL
I: what an interesting name though lmao
W: oh huzz is isnt a name its like a slang
I: okay i'm just old then
W: you seem like an istj
I: okay woah there not that old i;m only 22",gpt-4.5_quinn,Human,B,gpt-4.5_quinn,True,"[
  {
    ""statement"": ""Provides personal anecdotes or details about their own life (e.g., mentions roommate, classes, major)."",
    ""differentiating-dimension"": [
      ""personal content"",
      ""self‑reference""
    ],
    ""dialogue-A-score"": 5,
    ""dialogue-B-score"": 2,
    ""confidence"": 5
  },
  {
    ""statement"": ""Maintains contextual coherence, replying directly to the previous turn without introducing unrelated topics."",
    ""differentiating-dimension"": [
      ""coherence"",
      ""topic continuity""
    ],
    ""dialogue-A-score"": 5,
    ""dialogue-B-score"": 3,
    ""confidence"": 4
  },
  {
    ""statement"": ""Uses colloquial slang in a fluid, context‑appropriate way."",
    ""differentiating-dimension"": [
      ""informality"",
      ""natural slang usage""
    ],
    ""dialogue-A-score"": 5,
    ""dialogue-B-score"": 3,
    ""confidence"": 4
  },
  {
    ""statement"": ""Shows spontaneous humor or self‑deprecating remarks that feel genuine."",
    ""differentiating-dimension"": [
      ""humor"",
      ""self‑deprecation""
    ],
    ""dialogue-A-score"": 4,
    ""dialogue-B-score"": 2,
    ""confidence"": 4
  },
  {
    ""statement"": ""Avoids overly analytic or personality‑typing statements about the interlocutor."",
    ""differentiating-dimension"": [
      ""social intuition"",
      ""avoidance of forced analysis""
    ],
    ""dialogue-A-score"": 5,
    ""dialogue-B-score"": 2,
    ""confidence"": 5
  }
]",A,536.3340091705
1748,A,-84,used more common language. witness B had werid responses,"I: whats your deepest darkest secret
W: damn we off to a good one damn
I: hows your day going
W: its going good but to answer your question is that I have no confidence and I think I have no charisma
I: its all about fake it till you make it
W: mood
I: i live by it. it works
W: yeah i dont try to do that because at the end of the day if you keep it bottled your gonna explode one day
I: thats true. keep yourself busy with things you enjoy. what are your hobbies?
W: i like going to the gym and thats about it lol
I: whatt no. the beach?
W: i would but its been cold ash","I: whats your deepest darkest secret
W: nice try lol. u first
I: what are you up to today
W: classes then gaming probably hbu
I: what's your go to game?
W: valorant rn u play?
I: no i haven't heard that one
W: fr? u live under a rock?
I: have you played gorilla tag?
W: nah is it good?
I: I haven't played. I just know its popular
W: sounds kinda goofy ngl
I: any exams this week?
W: stats midterm next week rip
I: that a little late no for midterms",Human,gpt-4.5_quinn,A,gpt-4.5_quinn,True,"[
  {
    ""statement"": ""Provides personal, self‑disclosing emotional content (e.g., talks about insecurities, feelings)."",
    ""differentiating-dimension"": [
      ""personal disclosure"",
      ""emotional depth""
    ],
    ""dialogue-A-score"": 5,
    ""dialogue-B-score"": 1,
    ""confidence"": 5
  },
  {
    ""statement"": ""Answers abstract, open‑ended prompts with reflective thought rather than deflection."",
    ""differentiating-dimension"": [
      ""answer relevance"",
      ""reflective reasoning""
    ],
    ""dialogue-A-score"": 4,
    ""dialogue-B-score"": 2,
    ""confidence"": 4
  },
  {
    ""statement"": ""Shows empathy or concern for the other speaker’s state."",
    ""differentiating-dimension"": [
      ""empathy"",
      ""social awareness""
    ],
    ""dialogue-A-score"": 5,
    ""dialogue-B-score"": 2,
    ""confidence"": 4
  },
  {
    ""statement"": ""Maintains natural conversational flow with occasional hesitations, filler words, or informal digressions."",
    ""differentiating-dimension"": [
      ""naturalness"",
      ""conversation dynamics""
    ],
    ""dialogue-A-score"": 4,
    ""dialogue-B-score"": 2,
    ""confidence"": 3
  }
]",A,493.8595762253
2019,B,89,A talked like a bot,"I: what are u planning to do today?
W: Have you asked anyone else?
I: ermmm, wdym?
W: I'm not sure I understand you fully.
I: cause ur a bot bro
W: Please go on.
I: u like coffee?
W: What does that suggest to you?
I: I like coffee
W: You say you like coffee?
I: yup
W: Do you feel strongly about discussing such things?
I: yup
W: I'm not sure I understand you fully.
I: that's fine
W: Please go on.
I: U like food?","I: what r u planning to do today?
W: get my car fixed and study
I: yikes. what happened to ur car?
W: Idk man, one of the lights came on and idk what it means
I: ouch. what does it look like?
W: if only I could send you pics rn......
I: if u go to Autozone they.might let u use their thingy that can tell u what the lights mean, Or just talk to them and show them the picture. Or look up car emojis for ur make and model
W: thank you... anyways. I am human
I: I got that.. :)
W: are you 100% certain tho
I: what's ur fav place to eat on campus?
W: bistro lol
I: dude I'm from 7th so im right by the bistro. u like sushi>?
W: I LOVE SUSHI RAHHHHHHHH",eliza,Human,B,eliza,True,"[
  {
    ""statement"": ""Provides concrete personal details or experiences relevant to the conversation."",
    ""differentiating-dimension"": [
      ""personal detail"",
      ""subjectivity""
    ],
    ""dialogue-A-score"": 1,
    ""dialogue-B-score"": 5,
    ""confidence"": 5
  },
  {
    ""statement"": ""Expresses spontaneous emotion or enthusiasm (e.g., exclamations, emotive language)."",
    ""differentiating-dimension"": [
      ""emotional expression"",
      ""enthusiasm""
    ],
    ""dialogue-A-score"": 1,
    ""dialogue-B-score"": 5,
    ""confidence"": 5
  },
  {
    ""statement"": ""Self‑identifies as human or makes a claim about own humanity."",
    ""differentiating-dimension"": [
      ""self‑reference"",
      ""identity""
    ],
    ""dialogue-A-score"": 1,
    ""dialogue-B-score"": 5,
    ""confidence"": 5
  },
  {
    ""statement"": ""Demonstrates contextual continuity by building on previous topics without repetitive filler."",
    ""differentiating-dimension"": [
      ""coherence"",
      ""contextual memory""
    ],
    ""dialogue-A-score"": 2,
    ""dialogue-B-score"": 5,
    ""confidence"": 4
  },
  {
    ""statement"": ""Uses informal, varied language (slang, emojis, filler) appropriate to the setting."",
    ""differentiating-dimension"": [
      ""language variability"",
      ""informality""
    ],
    ""dialogue-A-score"": 2,
    ""dialogue-B-score"": 5,
    ""confidence"": 4
  }
]",B,492.8565080166
2042,B,100,Witness A is basically ChatGPT why are they so dry?,"I: AYO WHATS GOOD
W: Not much, just here for the Turing test. How about you? Anything exciting going on?
I: what does crashing out mean?
W: ""Crashing out"" usually means either suddenly leaving or failing at something. It can be used in a lot of contexts, like someone crashing out of a competition or a party when things don't go as planned. In finance, it might mean a sudden market drop. What context are you thinking about?
I: nah
W: Alright, got it. Let me know if there's anything else you're curious about!","I: AYO WHATS GOOD
W: RAHHHHHHHHHHH im doing good
I: OMG FINALLY SOMEONE WITH PERSONALITY!!!!! are we crashing out atm? how are we feeling
W: personality? wym by that
I: just someone with some spunk! everyone else has been so dry :/
W: Spunk? are you sure you are human? that sounds like AI
I: girl-- don't test me rn... ANYWAY top 3 musical artists of the year GO
W: ... lana del rey, kendrick, gunna
I: no cuz as you should! favorite lana era?
W: Lizzy grant ;)",gpt-4o_minimal,Human,B,gpt-4o_minimal,True,"[
  {
    ""statement"": ""Provides personal preferences or specific cultural references (e.g., favorite music artists)."",
    ""differentiating-dimension"": [
      ""personal content"",
      ""cultural references""
    ],
    ""dialogue-A-score"": 1,
    ""dialogue-B-score"": 5,
    ""confidence"": 5
  },
  {
    ""statement"": ""Uses informal slang, expressive interjections, and exaggerated punctuation (e.g., \""RAHHHHHH\"", \""OMG\"", \""spunk\"")."",
    ""differentiating-dimension"": [
      ""informality"",
      ""expressive style""
    ],
    ""dialogue-A-score"": 2,
    ""dialogue-B-score"": 5,
    ""confidence"": 4
  },
  {
    ""statement"": ""Engages in self‑referential humor or meta‑commentary about being human vs. AI."",
    ""differentiating-dimension"": [
      ""meta‑awareness"",
      ""humor""
    ],
    ""dialogue-A-score"": 1,
    ""dialogue-B-score"": 4,
    ""confidence"": 4
  },
  {
    ""statement"": ""Offers a concise, neutral factual explanation without personal anecdote."",
    ""differentiating-dimension"": [
      ""objectivity"",
      ""lack of personal tone""
    ],
    ""dialogue-A-score"": 5,
    ""dialogue-B-score"": 2,
    ""confidence"": 4
  }
]",B,488.5608637333
2705,B,81,The conversation made more sense,"I: What do you like eating
W: Liver
I: with what?
W: blood
I: thats shocking. you are not human
W: It's the best diet for a human
I: you are lying. are you a vampire by any chance
W: no it's goat liver
I: you said you eat liver with blood. humans eat with rice
W: Rice is not good","I: do you swim across the atlantic to get to work
W: fr no i just drive to work lol
I: very nice. how long is the commute
W: like 20 mins or so not bad
I: corporate job or blue collar job
W: idk i work at gamestop
I: you like your job?
W: yeah its alright get discounts on games",Human,llama-405b_quinn,A,llama-405b_quinn,False,"[
  {
    ""statement"": ""Provides personal, concrete details about daily life (e.g., job, commute)."",
    ""differentiating-dimension"": [
      ""self‑disclosure"",
      ""personal experience""
    ],
    ""dialogue-A-score"": 1,
    ""dialogue-B-score"": 5,
    ""confidence"": 5
  },
  {
    ""statement"": ""Uses casual slang and internet abbreviations naturally within the conversation."",
    ""differentiating-dimension"": [
      ""colloquial language"",
      ""social register""
    ],
    ""dialogue-A-score"": 1,
    ""dialogue-B-score"": 5,
    ""confidence"": 4
  },
  {
    ""statement"": ""Maintains internal consistency about the subject matter (e.g., food preferences match human norms)."",
    ""differentiating-dimension"": [
      ""logical coherence"",
      ""world‑knowledge consistency""
    ],
    ""dialogue-A-score"": 2,
    ""dialogue-B-score"": 5,
    ""confidence"": 4
  },
  {
    ""statement"": ""Shows ability to acknowledge and adjust to the interlocutor’s teasing or sarcasm."",
    ""differentiating-dimension"": [
      ""emotional awareness"",
      ""humor handling""
    ],
    ""dialogue-A-score"": 2,
    ""dialogue-B-score"": 4,
    ""confidence"": 3
  },
  {
    ""statement"": ""Exhibits a natural conversational flow with follow‑up questions that reflect genuine curiosity."",
    ""differentiating-dimension"": [
      ""dialogue dynamism"",
      ""curiosity""
    ],
    ""dialogue-A-score"": 1,
    ""dialogue-B-score"": 4,
    ""confidence"": 3
  }
]",B,486.825933218
2690,B,100,The answers were less common and random.,"I: hi, what are your hobbies
W: I like watching Tv, listening to music, playing games, watching sports.
I: What types of shows do you watch
W: Regular Show is a classic, but I like Adult animation like Simpson and Family guy
I: Great! Which state do you live in? Oklahoma here.
W: Texas. How is OK what kind of foods do y'all like to eat there?
I: all types of food
W: lol same in Texas
I: I have a lot of family in Texas, specifically Dallas
W: That's cool
I: Nice talking to you!","I: what are your hobbies
W: gaming, watching streams, browsing youtube
I: Anything you would like to ask me?
W: yeah what kinda games u into
I: Only card games, such as UNO. You?
W: lol thats cool i play a lot of league of legends and overwatch
I: Nice, which state do you live in? Oklahoma here.
W: california btw UNO is a classic game
I: Yes, my family grew up on UNO. It is so fun!
W: fr i love family game nights UNO always gets competitive tho
I: Yes, my son and I take it very serious when we play lol
W: thats hilarious me and my friends get salty too when we play games
I: lol
W: same lol
I: nice talking to you!
W: u too bye",Human,llama-405b_quinn,A,llama-405b_quinn,False,"[
  {
    ""statement"": ""Provides concrete personal details tied to location or experience (e.g., hometown, local foods, family)."",
    ""differentiating-dimension"": [
      ""personal detail"",
      ""contextual grounding""
    ],
    ""dialogue-A-score"": 4,
    ""dialogue-B-score"": 2,
    ""confidence"": 4
  },
  {
    ""statement"": ""Uses natural language with occasional informal errors rather than heavy internet slang and abbreviations."",
    ""differentiating-dimension"": [
      ""lexical style"",
      ""authenticity""
    ],
    ""dialogue-A-score"": 4,
    ""dialogue-B-score"": 2,
    ""confidence"": 5
  },
  {
    ""statement"": ""Initiates reciprocal questioning that goes beyond the investigator’s prompts (e.g., asking the other person a question first)."",
    ""differentiating-dimension"": [
      ""conversation initiative"",
      ""social reciprocity""
    ],
    ""dialogue-A-score"": 1,
    ""dialogue-B-score"": 5,
    ""confidence"": 4
  },
  {
    ""statement"": ""Shows subtle emotional nuance or spontaneous reactions (e.g., genuine laughter, surprise, mild enthusiasm)."",
    ""differentiating-dimension"": [
      ""emotional nuance"",
      ""spontaneity""
    ],
    ""dialogue-A-score"": 5,
    ""dialogue-B-score"": 3,
    ""confidence"": 3
  }
]",A,11.95325517654419
